time_entry_id,project_id,work_date,employee_id,trade,regular_hours,overtime_hours,hourly_rate,labor_cost
TE016825,P088,2026-05-19,E202,Laborer,44.02,0,35.34,1555.67
TE016826,P088,2026-04-26,E231,Laborer,32.15,0,30.26,972.86
TE016827,P088,2026-06-03,E219,Laborer,30.8,0,36.58,1126.66
TE016828,P088,2026-03-12,E219,Laborer,38.39,0,29.08,1116.38
TE016829,P088,2026-06-18,E401,Finisher,37.25,0,44.28,1649.43
TE016830,P088,2026-06-07,E225,Laborer,41.08,0,29.16,1197.89
TE016831,P088,2026-04-18,E101,Carpenter,40.62,0,40.34,1638.61
TE016832,P088,2026-05-02,E202,Laborer,45.17,0,33.89,1530.81
TE016833,P088,2026-06-18,E104,Carpenter,41.3,0,38.55,1592.11
TE016834,P088,2026-04-10,E134,Carpenter,42.19,0,45.91,1936.94
TE016835,P088,2026-05-20,E301,Superintendent,34.13,0,56.68,1934.49
TE016836,P088,2026-04-30,E312,Superintendent,44.59,0,66.14,2949.18
TE016837,P088,2026-04-23,E107,Carpenter,39.79,0,42.56,1693.46
TE016838,P088,2026-05-22,E128,Carpenter,40.22,0,48.06,1932.97
TE016839,P088,2026-05-28,E423,Finisher,32.6,0,38.86,1266.84
TE016840,P088,2026-04-14,E101,Carpenter,34.44,3.09,43.62,1704.45
TE016841,P088,2026-06-11,E134,Carpenter,31.36,0,42.81,1342.52
TE016842,P088,2026-05-22,E309,Superintendent,43.77,0,54.52,2386.34
TE016843,P088,2026-04-15,E115,Carpenter,38.47,0,45.93,1766.93
TE016844,P088,2026-05-16,E401,Finisher,38.88,0,42.22,1641.51
TE016845,P088,2026-05-29,E304,Superintendent,41.76,0,57.43,2398.28
TE016846,P088,2026-03-30,E101,Carpenter,36.57,0,40.69,1488.03
TE016847,P088,2026-04-06,E128,Carpenter,41.6,3.82,43.11,2040.4
TE016848,P088,2026-05-02,E128,Carpenter,35.6,0,49.37,1757.57
TE016849,P088,2026-06-25,E207,Laborer,43.08,0,34.8,1499.18
TE016850,P088,2026-03-27,E207,Laborer,30.97,0,28.88,894.41
TE016851,P088,2026-05-16,E134,Carpenter,32.01,0,42.02,1345.06
TE016852,P088,2026-03-12,E401,Finisher,31.5,6.86,48.51,2027.23
TE016853,P088,2026-04-03,E207,Laborer,43.91,0,30.29,1330.03
TE016854,P088,2026-04-15,E423,Finisher,35.17,0,41.42,1456.74
TE016855,P088,2026-04-07,E104,Carpenter,37.92,0,38.47,1458.78
TE016856,P088,2026-06-07,E128,Carpenter,34.08,0,48.22,1643.34
TE016857,P088,2026-03-16,E401,Finisher,43.57,4.82,42.94,2181.35
TE016858,P088,2026-06-28,E405,Finisher,38.06,0,48.65,1851.62
TE016859,P088,2026-06-30,E304,Superintendent,30.06,1.61,62.63,2033.91
TE016860,P088,2026-06-08,E401,Finisher,37.89,0,46.9,1777.04
TE016861,P088,2026-04-13,E107,Carpenter,36.95,0,41.37,1528.62
TE016862,P088,2026-06-18,E115,Carpenter,34.06,0,51.82,1764.99
TE016863,P088,2026-03-28,E225,Laborer,36.78,0,28.51,1048.6
TE016864,P088,2026-06-04,E115,Carpenter,43.54,0,40.3,1754.66
TE016865,P088,2026-06-12,E423,Finisher,31.44,0,47.83,1503.78
TE016866,P088,2026-05-31,E231,Laborer,41.75,0,31.09,1298.01
TE016867,P088,2026-06-12,E219,Laborer,45.83,0,27.02,1238.33
TE016868,P088,2026-04-26,E115,Carpenter,40.91,1.6,40.44,1751.46
TE016869,P088,2026-05-06,E401,Finisher,42.39,0,39.99,1695.18
TE016870,P088,2026-05-15,E104,Carpenter,33.69,0,44.58,1501.9
TE016871,P088,2026-06-02,E301,Superintendent,43.19,8.21,58.9,3269.24
TE016872,P088,2026-05-20,E128,Carpenter,35.82,0,48.19,1726.17
TE016873,P088,2026-05-26,E104,Carpenter,36.15,1.67,41.98,1622.74
TE016874,P088,2026-05-12,E401,Finisher,33.08,0,48.66,1609.67
TE016875,P088,2026-06-12,E417,Finisher,32.7,5.04,37.37,1504.52
TE016876,P088,2026-04-08,E405,Finisher,30.09,1.13,36.49,1159.83
TE016877,P088,2026-03-16,E219,Laborer,38.77,6.85,31.77,1558.16
TE016878,P088,2026-06-10,E101,Carpenter,31.14,0,44,1370.16
TE016879,P088,2026-03-28,E207,Laborer,32.73,0,34.66,1134.42
TE016880,P088,2026-04-03,E304,Superintendent,40.6,0,64.07,2601.24
TE016881,P088,2026-05-16,E225,Laborer,37,0,34.39,1272.43
TE016882,P088,2026-05-02,E225,Laborer,31.02,1.51,27.39,911.68
TE016883,P088,2026-04-20,E107,Carpenter,40.81,2.57,45.51,2032.7
TE016884,P088,2026-06-12,E128,Carpenter,40.34,0,51.31,2069.85
TE016885,P088,2026-04-25,E104,Carpenter,34.57,5.2,49.71,2106.21
TE016886,P088,2026-06-14,E225,Laborer,36.46,0,32.68,1191.51
TE016887,P088,2026-04-02,E134,Carpenter,34.29,0,38.74,1328.39
TE016888,P088,2026-05-02,E104,Carpenter,42.82,0,46,1969.72
TE016889,P088,2026-05-08,E115,Carpenter,11.3992,0,42.94,489.48
TE016890,P089,2026-06-09,E405,Finisher,42.08,0,41.73,1756
TE016891,P089,2026-06-02,E401,Finisher,33.01,0,36.6,1208.17
TE016892,P089,2026-06-15,E231,Laborer,41.2,0,30.47,1255.36
TE016893,P089,2026-05-12,E134,Carpenter,39.53,8.09,44.61,2304.78
TE016894,P089,2026-05-12,E401,Finisher,41.15,7.01,48.01,2480.44
TE016895,P089,2026-05-31,E304,Superintendent,45.29,0,53.93,2442.49
TE016896,P089,2026-06-07,E225,Laborer,30.44,5.24,27.69,1060.53
TE016897,P089,2026-05-05,E128,Carpenter,44.52,0,42.51,1892.55
TE016898,P089,2026-05-13,E134,Carpenter,36.63,0,42.74,1565.57
TE016899,P089,2026-05-22,E231,Laborer,42.62,0,34.87,1486.16
TE016900,P089,2026-06-26,E417,Finisher,31.12,8.49,45.36,1989.26
TE016901,P089,2026-06-02,E304,Superintendent,40.45,0,61.94,2505.47
TE016902,P089,2026-05-25,E104,Carpenter,39.53,6.85,38.16,1900.56
TE016903,P089,2026-05-16,E401,Finisher,39.68,0,43.47,1724.89
TE016904,P089,2026-05-18,E423,Finisher,35.66,0,48.01,1712.04
TE016905,P089,2026-06-25,E107,Carpenter,39.26,0,47.7,1872.7
TE016906,P089,2026-05-19,E104,Carpenter,41.76,0,41.3,1724.69
TE016907,P089,2026-04-27,E101,Carpenter,42.65,0,45.33,1933.32
TE016908,P089,2026-06-28,E225,Laborer,37.15,0,28.43,1056.17
TE016909,P089,2026-04-27,E312,Superintendent,35.3,0,61.95,2186.84
TE016910,P089,2026-05-17,E101,Carpenter,15.6127,0,40.23,628.1
TE016911,P090,2026-01-23,E309,Superintendent,38.85,0,57.88,2248.64
TE016912,P090,2025-12-16,E309,Superintendent,35.95,0,64.25,2309.79
TE016913,P090,2026-01-29,E128,Carpenter,44.67,0,47.91,2140.14
TE016914,P090,2026-03-25,E225,Laborer,39.04,0,32.79,1280.12
TE016915,P090,2025-10-04,E231,Laborer,36.71,5.54,34.2,1539.68
TE016916,P090,2026-02-01,E115,Carpenter,41.56,0,43.82,1821.16
TE016917,P090,2026-02-21,E128,Carpenter,43.11,7.32,42.48,2297.74
TE016918,P090,2026-01-06,E309,Superintendent,40.52,0,61.96,2510.62
TE016919,P090,2026-06-18,E401,Finisher,38.03,0,39.03,1484.31
TE016920,P090,2026-01-05,E309,Superintendent,43.67,5.58,54.37,2829.41
TE016921,P090,2026-06-08,E417,Finisher,42.17,0,36.45,1537.1
TE016922,P090,2025-10-07,E225,Laborer,32.25,0,29.55,952.99
TE016923,P090,2025-12-09,E225,Laborer,41.02,0,30.29,1242.5
TE016924,P090,2026-06-12,E405,Finisher,35.71,0,47.87,1709.44
TE016925,P090,2025-11-03,E101,Carpenter,44.15,0,38.33,1692.27
TE016926,P090,2025-08-30,E101,Carpenter,37.4,6.63,40.28,1907.06
TE016927,P090,2025-08-23,E202,Laborer,38.63,0,29.79,1150.79
TE016928,P090,2025-12-08,E225,Laborer,33.44,0,34.06,1138.97
TE016929,P090,2025-11-27,E115,Carpenter,45.79,0,48.65,2227.68
TE016930,P090,2025-10-27,E417,Finisher,32.57,4.6,45.18,1783.25
TE016931,P090,2026-05-08,E304,Superintendent,43.01,0,58.07,2497.59
TE016932,P090,2026-06-17,E107,Carpenter,41.82,0,47.18,1973.07
TE016933,P090,2026-05-01,E202,Laborer,42.03,2.13,27.36,1237.36
TE016934,P090,2025-09-11,E219,Laborer,43.36,7.69,30.45,1671.55
TE016935,P090,2025-08-25,E225,Laborer,39.21,0,28.99,1136.7
TE016936,P090,2026-01-04,E309,Superintendent,31.28,0,57.7,1804.86
TE016937,P090,2025-09-19,E128,Carpenter,38.14,5.49,47.76,2214.87
TE016938,P090,2026-04-12,E423,Finisher,39.05,0,47.9,1870.49
TE016939,P090,2026-01-26,E417,Finisher,35.11,0,40.2,1411.42
TE016940,P090,2025-11-18,E134,Carpenter,31.95,4.83,39.01,1529
TE016941,P090,2025-10-23,E202,Laborer,33.59,0,28.92,971.42
TE016942,P090,2026-02-20,E101,Carpenter,33.33,5.15,49.97,2051.52
TE016943,P090,2026-04-30,E107,Carpenter,36.44,0,49.22,1793.58
TE016944,P090,2025-09-14,E401,Finisher,44.17,1.1,37.38,1712.75
TE016945,P090,2025-10-26,E405,Finisher,33.64,0,46.55,1565.94
TE016946,P090,2025-11-07,E134,Carpenter,44.72,0,44.02,1968.57
TE016947,P090,2026-01-26,E304,Superintendent,34.14,0,61.19,2089.03
TE016948,P090,2025-10-16,E225,Laborer,44.08,0,29.56,1303
TE016949,P090,2025-11-18,E115,Carpenter,37.51,0,49.49,1856.37
TE016950,P090,2025-10-15,E115,Carpenter,33.94,5.23,48.13,2011.11
TE016951,P090,2026-05-30,E225,Laborer,34.47,0,34.43,1186.8
TE016952,P090,2025-10-25,E219,Laborer,31.65,6.83,30.82,1291.2
TE016953,P090,2025-09-16,E301,Superintendent,31.52,0,66.68,2101.75
TE016954,P090,2026-02-17,E107,Carpenter,45.8,5.69,45.11,2451.05
TE016955,P090,2026-06-13,E134,Carpenter,37.15,0,40.67,1510.89
TE016956,P090,2025-12-28,E301,Superintendent,38.26,0,61.36,2347.63
TE016957,P090,2025-10-16,E309,Superintendent,38.5,0,64.16,2470.16
TE016958,P090,2025-11-16,E304,Superintendent,30.55,0,55.35,1690.94
TE016959,P090,2026-02-22,E128,Carpenter,38.47,0,38.4,1477.25
TE016960,P090,2026-05-25,E134,Carpenter,43,0,40.06,1722.58
TE016961,P090,2026-01-01,E101,Carpenter,30.04,0,40.19,1207.31
TE016962,P090,2026-05-18,E128,Carpenter,36.49,0,49.62,1810.63
TE016963,P090,2025-09-25,E219,Laborer,39.22,0,31.26,1226.02
TE016964,P090,2025-12-10,E101,Carpenter,33.38,0,50.22,1676.34
TE016965,P090,2026-01-06,E107,Carpenter,37.04,0,46.25,1713.1
TE016966,P090,2026-04-06,E405,Finisher,31.81,0,47.24,1502.7
TE016967,P090,2025-10-18,E107,Carpenter,37.06,0,49.1,1819.65
TE016968,P090,2026-03-17,E304,Superintendent,37.9,0,54.33,2059.11
TE016969,P090,2025-10-17,E231,Laborer,43.07,5.94,27.89,1449.72
TE016970,P090,2026-05-28,E423,Finisher,32.12,0,41.44,1331.05
TE016971,P090,2026-03-19,E107,Carpenter,44.68,0,41.4,1849.75
TE016972,P090,2025-11-03,E107,Carpenter,31.9,0,50.92,1624.35
TE016973,P090,2026-01-18,E401,Finisher,38.12,1.67,38.35,1557.97
TE016974,P090,2026-03-19,E405,Finisher,40.64,0,40.92,1662.99
TE016975,P090,2025-09-20,E202,Laborer,35.7,0,33.61,1199.88
TE016976,P090,2026-02-23,E401,Finisher,32.3,0,48.85,1577.86
TE016977,P090,2025-10-31,E417,Finisher,44.59,0,45.04,2008.33
TE016978,P090,2025-12-13,E202,Laborer,36.16,0,36.63,1324.54
TE016979,P090,2026-04-25,E128,Carpenter,41.29,0,46.42,1916.68
TE016980,P090,2025-10-25,E104,Carpenter,42.02,5.87,45.31,2302.88
TE016981,P090,2025-10-24,E101,Carpenter,30.97,0,42.74,1323.66
TE016982,P090,2026-06-25,E104,Carpenter,36.47,0,41.91,1528.46
TE016983,P090,2026-03-01,E128,Carpenter,32.84,0,43.15,1417.05
TE016984,P090,2025-09-23,E134,Carpenter,34.61,0,50.69,1754.38
TE016985,P090,2025-09-19,E312,Superintendent,38.53,8.75,66.84,3452.62
TE016986,P090,2025-08-25,E225,Laborer,42.63,0,28.91,1232.43
TE016987,P090,2026-02-08,E128,Carpenter,30.53,0,39.07,1192.81
TE016988,P090,2025-09-11,E225,Laborer,42.35,6.91,34.14,1799.69
TE016989,P090,2026-02-10,E309,Superintendent,42.04,2.53,54.17,2482.88
TE016990,P090,2025-09-03,E405,Finisher,37.25,0,36.47,1358.51
TE016991,P090,2026-05-05,E417,Finisher,35.97,0,46.44,1670.45
TE016992,P090,2025-09-05,E301,Superintendent,37.82,1.28,54.09,2149.54
TE016993,P090,2025-08-19,E107,Carpenter,33.79,0,47.5,1605.02
TE016994,P090,2026-06-14,E107,Carpenter,42.29,6.01,46.14,2367.21
TE016995,P090,2026-05-04,E115,Carpenter,34.01,4.73,42.58,1750.25
TE016996,P090,2026-02-06,E225,Laborer,41.71,3.96,32.14,1531.47
TE016997,P090,2026-02-14,E101,Carpenter,39.15,0,38.78,1518.24
TE016998,P090,2025-10-07,E401,Finisher,34.87,0,47.47,1655.28
TE016999,P090,2025-09-02,E101,Carpenter,39.01,0,43.51,1697.33
TE017000,P090,2025-09-20,E115,Carpenter,39.29,0,43.85,1722.87
TE017001,P090,2025-09-29,E134,Carpenter,34.44,0,46.64,1606.28
TE017002,P090,2026-04-12,E128,Carpenter,44.77,0,46.57,2084.94
TE017003,P090,2025-10-06,E304,Superintendent,42.85,0,65.77,2818.24
TE017004,P090,2026-01-28,E115,Carpenter,32.31,0,46.52,1503.06
TE017005,P090,2026-05-21,E128,Carpenter,37.96,0,47.17,1790.57
TE017006,P090,2026-01-09,E104,Carpenter,35.67,0,50.82,1812.75
TE017007,P090,2026-01-30,E401,Finisher,45.05,0,36.66,1651.53
TE017008,P090,2025-09-02,E417,Finisher,43.73,0,36.12,1579.53
TE017009,P090,2025-08-20,E401,Finisher,42.25,0,44.64,1886.04
TE017010,P090,2026-03-10,E231,Laborer,35.17,0,27.7,974.21
TE017011,P090,2025-09-08,E304,Superintendent,37.7,2.79,60.45,2531.95
TE017012,P090,2026-05-05,E423,Finisher,39.18,0,40.24,1576.6
TE017013,P090,2025-11-29,E115,Carpenter,31.31,0,42.52,1331.3
TE017014,P090,2026-03-17,E202,Laborer,42.76,1.33,35.64,1595.07
TE017015,P090,2026-06-09,E207,Laborer,45.71,1.95,28.26,1374.43
TE017016,P090,2026-05-25,E101,Carpenter,41.88,0,48.53,2032.44
TE017017,P090,2026-04-06,E423,Finisher,30.18,0,47.8,1442.6
TE017018,P090,2026-02-08,E107,Carpenter,31.43,0,42.24,1327.6
TE017019,P090,2025-09-26,E207,Laborer,40.07,8.43,37.74,1989.46
TE017020,P090,2026-06-27,E107,Carpenter,32.84,0,46.03,1511.63
TE017021,P090,2026-05-29,E423,Finisher,45.07,0,42.84,1930.8
TE017022,P090,2025-11-08,E417,Finisher,33.55,0,38.13,1279.26
TE017023,P090,2026-05-07,E301,Superintendent,34.1,0,53.24,1815.48
TE017024,P090,2026-05-13,E417,Finisher,42.75,0,42.01,1795.93
TE017025,P090,2025-09-23,E423,Finisher,36.88,0,41.56,1532.73
TE017026,P090,2026-06-01,E207,Laborer,38.53,0,36.46,1404.8
TE017027,P090,2025-10-22,E104,Carpenter,44.18,2.61,45.55,2190.73
TE017028,P090,2026-03-21,E417,Finisher,43.44,0,43.84,1904.41
TE017029,P090,2026-04-10,E115,Carpenter,44.98,0,41.45,1864.42
TE017030,P090,2026-05-28,E401,Finisher,32.01,0,40.05,1282
TE017031,P090,2026-03-07,E219,Laborer,37.87,0,27.59,1044.83
TE017032,P090,2026-06-16,E219,Laborer,42.17,0,33.48,1411.85
TE017033,P090,2026-04-22,E115,Carpenter,42.25,2.05,39.03,1769.03
TE017034,P090,2025-12-14,E225,Laborer,43.94,0,36.43,1600.73
TE017035,P090,2026-06-19,E231,Laborer,37.23,8.87,37.8,1910.22
TE017036,P090,2026-03-16,E401,Finisher,45.44,4.32,39.18,2034.23
TE017037,P090,2025-10-18,E104,Carpenter,30.37,3.73,50.19,1805.08
TE017038,P090,2026-03-22,E134,Carpenter,33.88,0,39.74,1346.39
TE017039,P090,2026-06-19,E312,Superintendent,30.93,0,61.4,1899.1
TE017040,P090,2025-11-15,E312,Superintendent,35.79,0,57.63,2062.58
TE017041,P090,2026-04-05,E219,Laborer,37.31,0,36.75,1371.14
TE017042,P090,2025-11-27,E423,Finisher,33.16,2.84,44.65,1670.8
TE017043,P090,2025-11-01,E207,Laborer,45.06,0,30.49,1373.88
TE017044,P090,2026-06-02,E104,Carpenter,37.24,0,41.66,1551.42
TE017045,P090,2026-06-21,E401,Finisher,39.11,0,39.8,1556.58
TE017046,P090,2026-01-10,E115,Carpenter,39.97,0,45.87,1833.42
TE017047,P090,2026-01-11,E312,Superintendent,41.34,0,62.19,2570.93
TE017048,P090,2025-12-09,E309,Superintendent,31.28,0,63.03,1971.58
TE017049,P090,2025-09-07,E115,Carpenter,45.96,0,46.26,2126.11
TE017050,P090,2025-12-23,E301,Superintendent,35.03,0,57.82,2025.43
TE017051,P090,2026-01-29,E312,Superintendent,4.12,0,64.61,266.19
TE017052,P091,2025-11-17,E405,Finisher,30.66,0,43.97,1348.12
TE017053,P091,2025-11-03,E423,Finisher,44.71,0,36.94,1651.59
TE017054,P091,2026-04-19,E225,Laborer,40.84,0,37.95,1549.88
TE017055,P091,2026-06-16,E231,Laborer,35.83,0,29.56,1059.13
TE017056,P091,2025-12-13,E107,Carpenter,30.97,0,47.7,1477.27
TE017057,P091,2025-12-31,E104,Carpenter,30.56,0,44.42,1357.48
TE017058,P091,2026-05-25,E107,Carpenter,43.22,0,40.32,1742.63
TE017059,P091,2026-01-07,E225,Laborer,37.2,0,36.97,1375.28
TE017060,P091,2026-01-18,E225,Laborer,42.38,0,37.77,1600.69
TE017061,P091,2026-05-09,E128,Carpenter,31.96,0,45.47,1453.22
TE017062,P091,2025-09-19,E207,Laborer,43.45,0,34.1,1481.65
TE017063,P091,2026-03-09,E405,Finisher,42.4,0,40.26,1707.02
TE017064,P091,2026-06-02,E134,Carpenter,34.29,0,43.22,1482.01
TE017065,P091,2025-09-20,E134,Carpenter,35.78,4.79,39.95,1716.45
TE017066,P091,2025-10-11,E405,Finisher,40.53,0,46.8,1896.8
TE017067,P091,2026-01-12,E207,Laborer,44.61,0,36.51,1628.71
TE017068,P091,2026-06-26,E134,Carpenter,43.58,4.83,44.48,2260.7
TE017069,P091,2026-01-18,E309,Superintendent,36.18,0,66.51,2406.33
TE017070,P091,2026-03-20,E134,Carpenter,32.16,0,48.33,1554.29
TE017071,P091,2025-10-08,E225,Laborer,34.19,0,27.96,955.95
TE017072,P091,2026-05-05,E101,Carpenter,30.24,0,42.34,1280.36
TE017073,P091,2025-12-26,E225,Laborer,40.59,8.09,30.01,1582.28
TE017074,P091,2026-05-01,E231,Laborer,38.14,0,27.81,1060.67
TE017075,P091,2026-05-08,E401,Finisher,33.47,0,44.36,1484.73
TE017076,P091,2026-03-18,E115,Carpenter,36.1,0,40.24,1452.66
TE017077,P091,2026-01-14,E207,Laborer,31.92,0,30.5,973.56
TE017078,P091,2025-10-18,E115,Carpenter,37.31,0,41.53,1549.48
TE017079,P091,2025-11-21,E231,Laborer,44.84,0,29.57,1325.92
TE017080,P091,2026-01-01,E405,Finisher,42.5,0,36.04,1531.7
TE017081,P091,2026-03-23,E128,Carpenter,42.18,0,46.32,1953.78
TE017082,P091,2026-06-22,E417,Finisher,31.57,0,43.17,1362.88
TE017083,P091,2026-05-18,E312,Superintendent,41.86,0,61.23,2563.09
TE017084,P091,2025-09-24,E207,Laborer,44.19,0,29.91,1321.72
TE017085,P091,2026-03-03,E423,Finisher,35.32,8.26,42.38,2021.95
TE017086,P091,2026-05-28,E423,Finisher,32.21,0,40.15,1293.23
TE017087,P091,2026-06-06,E423,Finisher,40.22,5.39,43.41,2096.92
TE017088,P091,2026-02-27,E231,Laborer,32.19,1.7,37.21,1292.68
TE017089,P091,2026-04-13,E312,Superintendent,35.26,0,61.41,2165.32
TE017090,P091,2026-06-23,E417,Finisher,42.94,0,46.92,2014.74
TE017091,P091,2025-12-20,E115,Carpenter,39.06,0,44.25,1728.41
TE017092,P091,2026-04-28,E219,Laborer,34.09,0,33.16,1130.42
TE017093,P091,2025-10-05,E104,Carpenter,34.57,0,45.09,1558.76
TE017094,P091,2026-05-25,E115,Carpenter,31.35,0,47.22,1480.35
TE017095,P091,2026-06-07,E401,Finisher,35.33,0,42.85,1513.89
TE017096,P091,2026-05-03,E405,Finisher,31.82,0,45.94,1461.81
TE017097,P091,2026-05-01,E405,Finisher,36.22,0,38.28,1386.5
TE017098,P091,2026-01-06,E207,Laborer,45.62,0,31.13,1420.15
TE017099,P091,2026-04-13,E423,Finisher,35.14,0,40.19,1412.28
TE017100,P091,2026-02-18,E304,Superintendent,44.68,0,53.8,2403.78
TE017101,P091,2025-09-07,E104,Carpenter,40.64,0,44.39,1804.01
TE017102,P091,2025-10-15,E202,Laborer,40.43,0,29.94,1210.47
TE017103,P091,2025-10-22,E219,Laborer,44.59,4.27,30.57,1558.92
TE017104,P091,2025-09-12,E231,Laborer,36.25,0,29.29,1061.76
TE017105,P091,2026-04-17,E134,Carpenter,39.64,0,46.02,1824.23
TE017106,P091,2026-05-22,E115,Carpenter,42.59,3.86,45.54,2203.23
TE017107,P091,2026-05-23,E309,Superintendent,34.14,0,60.57,2067.86
TE017108,P091,2025-12-22,E104,Carpenter,45.74,0,45.5,2081.17
TE017109,P091,2025-10-06,E107,Carpenter,30.62,0,48.71,1491.5
TE017110,P091,2025-09-26,E231,Laborer,34.86,0,28.99,1010.59
TE017111,P091,2026-06-18,E423,Finisher,39.66,0,40.14,1591.95
TE017112,P091,2025-10-06,E202,Laborer,31.16,0,31.42,979.05
TE017113,P091,2025-10-19,E128,Carpenter,34.89,4.25,38.94,1606.86
TE017114,P091,2025-09-10,E301,Superintendent,32.27,0,63.7,2055.6
TE017115,P091,2025-11-06,E107,Carpenter,31.85,0,41.57,1324
TE017116,P091,2026-03-09,E312,Superintendent,44,0,58.82,2588.08
TE017117,P091,2026-04-08,E107,Carpenter,42.98,0,38.09,1637.11
TE017118,P091,2026-05-28,E304,Superintendent,30.15,0,67.07,2022.16
TE017119,P091,2025-10-14,E231,Laborer,34.14,0,30.76,1050.15
TE017120,P091,2026-05-11,E401,Finisher,36.29,2.09,40.52,1597.5
TE017121,P091,2026-03-12,E301,Superintendent,35.86,7.51,54.87,2585.75
TE017122,P091,2026-02-13,E107,Carpenter,41.39,0,47.63,1971.41
TE017123,P091,2026-05-30,E304,Superintendent,41.04,0,62.7,2573.21
TE017124,P091,2026-02-03,E128,Carpenter,35.87,0,41.43,1486.09
TE017125,P091,2026-04-11,E309,Superintendent,45.19,0,63.33,2861.88
TE017126,P091,2026-06-24,E115,Carpenter,32.91,3.31,48.7,1844.51
TE017127,P091,2026-03-24,E417,Finisher,30.87,7.15,40.72,1693.75
TE017128,P091,2026-02-24,E417,Finisher,37.34,0,39.33,1468.58
TE017129,P091,2026-04-11,E107,Carpenter,32.7,0,38.65,1263.86
TE017130,P091,2025-09-09,E202,Laborer,41.18,0,29.03,1195.46
TE017131,P091,2025-09-11,E225,Laborer,42.91,0,32.02,1373.98
TE017132,P091,2025-11-04,E115,Carpenter,34.57,0,46.03,1591.26
TE017133,P091,2026-06-17,E128,Carpenter,32.52,0,47.11,1532.02
TE017134,P091,2026-05-04,E101,Carpenter,40.16,0,46.91,1883.91
TE017135,P091,2026-04-22,E202,Laborer,32.79,0,31.39,1029.28
TE017136,P091,2026-02-19,E115,Carpenter,32.22,0,40.09,1291.7
TE017137,P091,2026-03-21,E207,Laborer,42.66,4.04,37.65,1834.31
TE017138,P091,2026-06-13,E417,Finisher,38.95,0,40.1,1561.9
TE017139,P091,2025-10-26,E309,Superintendent,42.92,0,56.62,2430.13
TE017140,P091,2026-02-05,E301,Superintendent,44.7,0,56.66,2532.7
TE017141,P091,2026-04-18,E301,Superintendent,32.19,0,58.4,1879.9
TE017142,P091,2026-03-26,E401,Finisher,43.82,0,40.66,1781.72
TE017143,P091,2026-01-26,E128,Carpenter,31.96,0,49.22,1573.07
TE017144,P091,2025-11-12,E107,Carpenter,39.5,1.79,38.7,1632.56
TE017145,P091,2025-09-26,E115,Carpenter,36.51,0,41.1,1500.56
TE017146,P091,2026-06-03,E401,Finisher,32.99,0,40.9,1349.29
TE017147,P091,2026-06-15,E417,Finisher,37.51,0,40.76,1528.91
TE017148,P091,2025-11-08,E219,Laborer,35.64,0,32.82,1169.7
TE017149,P091,2025-09-30,E134,Carpenter,35.85,0,43.22,1549.44
TE017150,P091,2025-11-01,E301,Superintendent,31.32,0,53.28,1668.73
TE017151,P091,2025-09-30,E115,Carpenter,39.47,0,43.91,1733.13
TE017152,P091,2025-09-14,E401,Finisher,31.03,0,36.44,1130.73
TE017153,P091,2025-11-19,E405,Finisher,37.74,2.89,44.7,1880.75
TE017154,P091,2025-09-26,E401,Finisher,32.84,1.52,44.36,1557.92
TE017155,P091,2025-09-15,E115,Carpenter,43.01,0,50.09,2154.37
TE017156,P091,2026-05-13,E417,Finisher,42.06,0,43.78,1841.39
TE017157,P091,2026-01-15,E219,Laborer,32.77,0,28.95,948.69
TE017158,P091,2025-09-15,E423,Finisher,33.42,7.57,43.94,1967.41
TE017159,P091,2026-02-14,E225,Laborer,31.46,0,31.65,995.71
TE017160,P091,2025-11-23,E405,Finisher,43.48,8.01,44.63,2476.74
TE017161,P091,2026-05-24,E225,Laborer,41.15,0,30.32,1247.67
TE017162,P091,2025-09-28,E207,Laborer,30.51,2.33,30.24,1028.31
TE017163,P091,2025-12-09,E101,Carpenter,42.64,0,43.82,1868.48
TE017164,P091,2026-02-13,E202,Laborer,35.05,0,35.11,1230.61
TE017165,P091,2026-01-09,E207,Laborer,30.36,0,27.35,830.35
TE017166,P091,2026-02-13,E115,Carpenter,41.71,0,39.41,1643.79
TE017167,P091,2026-05-07,E423,Finisher,42.68,0,41.78,1783.17
TE017168,P091,2026-05-07,E417,Finisher,36.38,0,37.65,1369.71
TE017169,P091,2026-05-11,E423,Finisher,43.83,0,45.2,1981.12
TE017170,P091,2026-01-01,E101,Carpenter,44.88,0,43.07,1932.98
TE017171,P091,2025-12-26,E101,Carpenter,35.96,0,40.82,1467.89
TE017172,P091,2025-10-01,E231,Laborer,43.3,1.29,37.65,1703.1
TE017173,P091,2026-02-05,E219,Laborer,38.31,0,28.58,1094.9
TE017174,P091,2025-09-15,E304,Superintendent,38.67,0,55.38,2141.54
TE017175,P091,2025-09-16,E202,Laborer,45.77,0,31.37,1435.8
TE017176,P091,2026-05-29,E401,Finisher,41.91,7.29,37.8,1997.54
TE017177,P091,2026-05-25,E309,Superintendent,33.59,0,52.26,1755.41
TE017178,P091,2025-11-27,E134,Carpenter,33.29,0,41.56,1383.53
TE017179,P091,2026-05-09,E219,Laborer,39.04,0,35.13,1371.48
TE017180,P091,2026-01-07,E107,Carpenter,34.17,0,42.61,1455.98
TE017181,P091,2026-03-13,E219,Laborer,40.66,0,29.75,1209.63
TE017182,P091,2025-09-22,E417,Finisher,42.46,0,40.4,1715.38
TE017183,P091,2025-11-04,E128,Carpenter,42.26,0,38.56,1629.55
